__time,/joint_states/fanuc_m20ia_35m_joint1/position,/joint_states/fanuc_m20ia_35m_joint1/velocity,/joint_states/fanuc_m20ia_35m_joint2/position,/joint_states/fanuc_m20ia_35m_joint2/velocity,/joint_states/fanuc_m20ia_35m_joint3/position,/joint_states/fanuc_m20ia_35m_joint3/velocity,/joint_states/fanuc_m20ia_35m_joint4/position,/joint_states/fanuc_m20ia_35m_joint4/velocity,/joint_states/fanuc_m20ia_35m_joint5/position,/joint_states/fanuc_m20ia_35m_joint5/velocity,/joint_states/fanuc_m20ia_35m_joint6/position,/joint_states/fanuc_m20ia_35m_joint6/velocity,/joint_states/header/stamp,/joint_states/joint_world_to_slider/position,/joint_states/joint_world_to_slider/velocity
1707347314.860057,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.050000000,-0.000038029,0.000000000
1707347314.861240,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.051000000,-0.000038029,0.000000000
1707347314.862503,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.052000000,-0.000038029,0.000000000
1707347314.863660,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.053000000,-0.000038029,0.000000000
1707347314.864892,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.054000000,-0.000038029,0.000000000
1707347314.865415,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.055000000,-0.000038029,0.000000000
1707347314.866640,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.056000000,-0.000038029,0.000000000
1707347314.868091,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.057000000,-0.000038029,0.000000000
1707347314.869107,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.058000000,-0.000038029,0.000000000
1707347314.869770,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.059000000,-0.000038029,0.000000000
1707347314.870877,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.060000000,-0.000038029,0.000000000
1707347314.871440,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.061000000,-0.000038029,0.000000000
1707347314.872634,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.062000000,-0.000038029,0.000000000
1707347314.873827,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.063000000,-0.000038029,0.000000000
1707347314.874458,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.064000000,-0.000038029,0.000000000
1707347314.875600,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.065000000,-0.000038029,0.000000000
1707347314.876750,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.066000000,-0.000038029,0.000000000
1707347314.877340,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.067000000,-0.000038029,0.000000000
1707347314.878537,0.000135018,0.000000000,0.000661444,-0.000000000,-0.019495158,-0.000000000,0.001587149,0.000000000,0.019695528,-0.000000000,0.001071588,0.000000000,11.068000000,-0.000038029,0.000000000
