__time,/joint_states/fanuc_m20ia_35m_joint1/position,/joint_states/fanuc_m20ia_35m_joint1/velocity,/joint_states/fanuc_m20ia_35m_joint2/position,/joint_states/fanuc_m20ia_35m_joint2/velocity,/joint_states/fanuc_m20ia_35m_joint3/position,/joint_states/fanuc_m20ia_35m_joint3/velocity,/joint_states/fanuc_m20ia_35m_joint4/position,/joint_states/fanuc_m20ia_35m_joint4/velocity,/joint_states/fanuc_m20ia_35m_joint5/position,/joint_states/fanuc_m20ia_35m_joint5/velocity,/joint_states/fanuc_m20ia_35m_joint6/position,/joint_states/fanuc_m20ia_35m_joint6/velocity,/joint_states/header/stamp,/joint_states/joint_world_to_slider/position,/joint_states/joint_world_to_slider/velocity
1707309211.270481,-0.000287282,0.025171869,-0.000973947,-0.064910276,0.000425057,-0.143810855,-0.001165464,-2.759221500,-0.004793231,0.744089537,0.003744789,4.074588814,6.421000000,-0.000891254,-0.013067778
1707309211.271352,-0.000243718,0.043563410,-0.000964763,0.009184448,0.000070865,-0.354192042,-0.002454373,-1.288908880,-0.003495770,1.297461032,0.006114980,2.370191150,6.422000000,-0.000903840,-0.012585876
1707309211.271957,-0.000185968,0.057750400,-0.000916707,0.048055311,-0.000385852,-0.456717154,-0.002115020,0.339353118,-0.001907528,1.588241954,0.006657666,0.542685792,6.423000000,-0.000915304,-0.011464065
1707309211.273397,-0.000119346,0.066621780,-0.000875627,0.041080636,-0.000805339,-0.419486677,0.000057863,2.172882469,-0.000368481,1.539047542,0.005215736,-1.441930099,6.424000000,-0.000924849,-0.009545182
1707309211.273921,-0.000047957,0.071389074,-0.000881015,-0.005387849,-0.001075254,-0.269914912,0.002865778,2.807915255,0.000850090,1.218570853,0.003023309,-2.192427131,6.425000000,-0.000931774,-0.006924858
1707309211.275104,0.000028805,0.076762353,-0.000969392,-0.088377575,-0.001082757,-0.007503194,0.005594319,2.728540805,0.001280326,0.430235756,0.000749084,-2.274224946,6.426000000,-0.000935800,-0.004026621
1707309211.276596,0.000102624,0.073819053,-0.001139680,-0.170287358,-0.000829928,0.252829063,0.007981664,2.387345100,0.000937372,-0.342954137,-0.001253130,-2.002213619,6.427000000,-0.000936009,-0.000208752
1707309211.277126,0.000154346,0.051721220,-0.001362642,-0.222962637,-0.000406339,0.423589087,0.008966406,0.984741733,0.000075750,-0.861621565,-0.001642585,-0.389455410,6.428000000,-0.000930738,0.005270817
1707309211.278417,0.000181411,0.027064943,-0.001584401,-0.221758809,0.000022486,0.428824735,0.008268452,-0.697953624,-0.000745543,-0.821292881,-0.000090393,1.552192412,6.429000000,-0.000919795,0.010943646
1707309211.279611,0.000196687,0.015276378,-0.001758286,-0.173885229,0.000318590,0.296104355,0.006258387,-2.010065032,-0.001165898,-0.420355397,0.002852561,2.942953729,6.430000000,-0.000904326,0.015468312
1707309211.280148,0.000214592,0.017905226,-0.001854096,-0.095809595,0.000395292,0.076701498,0.003459048,-2.799339573,-0.000997268,0.168630308,0.006449273,3.596712237,6.431000000,-0.000885607,0.018719057
1707309211.281390,0.000234883,0.020290682,-0.001863002,-0.008906197,0.000227584,-0.167707480,-0.000163081,-3.622128322,-0.000179057,0.818210661,0.010730157,4.280883282,6.432000000,-0.000863655,0.021951748
1707309211.282512,0.000253826,0.018943101,-0.001804825,0.058176922,-0.000112538,-0.340122020,-0.002695843,-2.532762692,0.001108761,1.287818209,0.013807001,3.076844650,6.433000000,-0.000838121,0.025534914
1707309211.283079,0.000272808,0.018982052,-0.001726437,0.078388049,-0.000473917,-0.361379123,-0.003444136,-0.748292086,0.002302886,1.194124969,0.014944560,1.137558546,6.434000000,-0.000809033,0.029087764
1707309211.284291,0.000289114,0.016306197,-0.001664586,0.061850590,-0.000745225,-0.271308334,-0.002253775,1.190360570,0.003131443,0.828556941,0.014019873,-0.924686891,6.435000000,-0.000776097,0.032935960
1707309211.285420,0.000300661,0.011546737,-0.001646875,0.017711191,-0.000842778,-0.097552923,0.000994227,3.248001654,0.003389651,0.258208285,0.010936891,-3.082981865,6.436000000,-0.000739122,0.036974571
1707309211.286001,0.000307698,0.007036536,-0.001678936,-0.032061266,-0.000763227,0.079551525,0.004037201,3.042973923,0.003072113,-0.317538140,0.007946397,-2.990494250,6.437000000,-0.000698179,0.040942816
1707309211.287128,0.000310511,0.002813493,-0.001752479,-0.073542610,-0.000531379,0.231847796,0.006837788,2.800586929,0.002239178,-0.832934767,0.005079192,-2.867205315,6.438000000,-0.000653434,0.044745935
